"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Madden NFL 19","1620","5190","1","14","147","5.444444"
"2","Madden NFL 20","1305","4080","2","11","101","4.643678"
"3","Fortnite","840","1020","1","5","46","3.285714"
"4","Art","735","1035","1","7","52","4.244897"
"5","Unlisted on Twitch","450","675","1","3","19","2.533333"
"6","Fitness & Health","405","825","0","5","37","5.481481"
"7","Metal Gear Solid 2: Sons of Liberty","135","600","4","7","42","18.666666"
"8","Mortal Kombat 11","90","120","1","3","2","1.333333"
"9","God of War","90","60","0","1","39","26"
"10","Just Chatting","75","75","0","4","0","0"
"11","Mirror's Edge","60","15","0","1","4","4"
"12","Pure Pool","60","45","0","2","0","0"
"13","NBA 2K19","45","45","1","1","0","0"
"14","Ninja Gaiden 3: Razor's Edge","30","15","0","1","0","0"
