"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Hollow Knight","2190","3584925","1667","2391","114702","3142.520547"
"2","Sekiro: Shadows Die Twice","1890","2751750","1420","2248","96827","3073.873015"
"3","Monster Hunter: World","1335","2041350","1525","2352","70560","3171.235955"
"4","Rabi-Ribi","1290","1436970","1118","1708","53780","2501.395348"
"5","Just Chatting","1005","1166850","1151","1590","58165","3472.537313"
"6","StarCraft II","855","1012545","1181","1397","38536","2704.280701"
"7","Unlisted on Twitch","630","594885","994","1240","25081","2388.666666"
"8","Ori and the Blind Forest","450","587415","1305","1708","17325","2310"
"9","Muse Dash","285","475065","1632","1885","19923","4194.315789"
"10","Killsquad","210","156000","742","1119","11547","3299.142857"
"11","BanG Dream! Girls Band Party!","210","171210","696","1271","12149","3471.142857"
"12","Jump King","150","181530","1210","1675","10556","4222.4"
"13","Cytus II","90","127560","1417","1624","8027","5351.333333"
