"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Minecraft","2730","5041125","1781","3998","157651","3464.857142"
"2","Just Chatting","1845","3231630","1380","3688","144375","4695.121951"
"3","Rust","1830","1937040","1274","3509","57771","1894.131147"
"4","Teamfight Tactics","960","1474830","1802","2525","53244","3327.75"
"5","Games + Demos","870","1021875","1037","1994","34503","2379.517241"
"6","Music","435","1050600","2544","4085","25693","3543.862068"
"7","StarCraft","270","406755","1506","1707","14815","3292.222222"
"8","League of Legends","210","325605","1522","2485","10893","3112.285714"
"9","Arma 3","195","249885","1281","1489","10466","3220.307692"
"10","Overwatch","195","280215","1437","1679","9240","2843.076923"
"11","Survival Frenzy","120","109230","910","1079","7202","3601"
"12","Meteor 60 Seconds!","60","144690","2411","2501","6603","6603"
"13","夢三國","45","89805","1845","2304","4022","5362.666666"
"14","Sudden Attack","45","65865","1463","1642","4082","5442.666666"
