"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Sid Meier's Civilization V","1035","1290","0","5","42","2.434782"
"2","Cities: Skylines","480","600","0","5","23","2.875"
"3","Prison Architect","405","390","0","2","13","1.925925"
"4","Minecraft","330","420","0","3","36","6.545454"
"5","Kingdoms and Castles","180","465","2","4","30","10"
"6","Just Chatting","180","240","0","4","18","6"
"7","Another Brick in the Mall","135","195","1","2","3","1.333333"
"8","F1 2018","120","180","1","3","8","4"
"9","Grand Theft Auto V","120","180","1","2","7","3.5"
"10","FIFA 16","105","60","0","3","5","2.857142"
"11","Sid Meier's Civilization VI","105","0","0","0","0","0"
"12","F1 2019","75","60","0","1","5","4"
