"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Metin2","4005","94020","19","53","4683","70.157303"
"2","Minecraft","870","5535","5","12","554","38.206896"
"3","League of Legends","735","5820","7","16","555","45.306122"
"4","Teamfight Tactics","585","4500","9","26","266","27.282051"
"5","World of Warcraft","540","4680","8","22","424","47.111111"
"6","Counter-Strike: Global Offensive","315","2100","5","14","190","36.190476"
"7","Just Chatting","225","2505","8","19","369","98.4"
"8","Fortnite","135","1050","7","13","138","61.333333"
"9","Tom Clancy's Rainbow Six Siege","75","690","9","12","52","41.6"
"10","Rust","30","150","5","5","29","58"
