"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","FINAL FANTASY XIV ONLINE","2775","9375","2","9","203","4.389189"
"2","Path of Exile","1125","3675","2","7","63","3.36"
"3","World of Warships","675","1860","2","6","37","3.288888"
"4","Heroes of the Storm","495","1815","4","7","12","1.454545"
"5","Magic: The Gathering","330","720","2","6","23","4.181818"
"6","No Man's Sky","285","1440","4","9","48","10.105263"
"7","Overwatch","270","735","2","5","15","3.333333"
"8","Grand Theft Auto V","150","390","2","4","10","4"
"9","Teamfight Tactics","120","150","1","3","5","2.5"
"10","Dota 2","105","465","4","6","3","1.714285"
"11","Dota Underlords","60","165","2","4","4","4"
