"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Dragon Quest Builders 2","3540","517305","145","364","4615","78.220338"
"2","Fable II","1875","272250","129","416","3066","98.112"
"3","The Legend of Zelda: Ocarina of Time","1005","135300","132","268","1330","79.402985"
"4","The Legend of Zelda: Link's Awakening DX","405","8460","20","36","152","22.518518"
"5","Bloodstained: Ritual of the Night","360","52125","144","161","632","105.333333"
"6","Mega Man Battle Network 2","225","27045","120","143","299","79.733333"
"7","Perfect Dark","210","21915","104","125","288","82.285714"
"8","Goodbye Deponia","120","2355","19","29","72","36"
"9","Mega Man","60","4695","78","94","200","200"
"10","Donkey Kong Country 2: Diddy's Kong Quest","45","1380","30","35","20","26.666666"
"11","VVVVVV","45","1425","31","35","25","33.333333"
"12","Unlisted on Twitch","15","1650","110","110","42","168"
