"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Counter-Strike","720","1290","1","5","60","5"
"2","League of Legends","300","840","2","7","34","6.8"
"3","Divinity: Original Sin II","165","630","3","6","1","0.363636"
"4","War Thunder","150","435","2","4","9","3.6"
"5","Rocket League","75","255","3","4","6","4.8"
"6","Portal 2","60","240","4","4","3","3"
"7","Armagetron Advanced","45","150","3","4","0","0"
"8","Battlefield V","45","105","2","3","3","4"
"9","Tom Clancy's Rainbow Six Siege","15","15","1","1","3","12"
"10","Minecraft","15","30","2","2","2","8"
