"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","League of Legends","8115","314745","26","233","2644","19.548983"
"2","Teamfight Tactics","1230","241905","121","373","1147","55.951219"
