"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Minecraft","6030","64935","9","84","1726","17.174129"
"2","Outlast II","630","5145","7","15","263","25.047619"
"3","Food & Drink","195","2295","10","22","71","21.846153"
"4","Overwatch","180","1185","6","10","22","7.333333"
"5","Just Chatting","165","2055","11","18","43","15.636363"
"6","League of Legends","150","1080","8","10","30","12"
"7","ARK: Survival Evolved","120","1230","10","13","24","12"
"8","Teamfight Tactics","120","930","8","9","136","68"
"9","Rocket League","75","720","9","12","99","79.2"
"10","Counter-Strike","45","375","8","9","14","18.666666"
"11","Grand Theft Auto Online","45","480","10","11","5","6.666666"
"12","Gang Beasts","30","210","7","7","7","14"
"13","skribbl.io","30","420","14","15","19","38"
"14","Outlast 2","15","120","8","8","13","52"
