"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","The Technomancer","525","2610","4","8","70","8"
"2","Remember Me","480","2460","4","7","48","6"
"3","DARK SOULS III","465","3135","5","11","60","7.741935"
"4","MDK","435","3015","6","12","89","12.275862"
"5","NieR: Automata","345","2310","6","10","41","7.130434"
"6","Homefront","315","2025","5","10","45","8.571428"
"7","Quake","285","2625","7","14","44","9.263157"
"8","Food & Drink","255","2295","8","20","95","22.352941"
"9","Ys I & II Chronicles","210","705","3","6","32","9.142857"
"10","Immortal Redneck","150","660","4","5","6","2.4"
"11","The Jackbox Party Pack 4","150","1920","12","17","63","25.2"
"12","Crash Team Racing Nitro-Fueled","120","615","5","6","18","9"
"13","Brawlout","105","555","5","7","5","2.857142"
"14","Twitch Sings","90","525","5","11","42","28"
"15","FlatOut 2","90","495","5","8","11","7.333333"
"16","Fight of Gods","75","300","4","5","4","3.2"
"17","DJMAX Respect","60","210","3","6","8","8"
"18","X-Blades","60","285","4","6","7","7"
"19","Battlefield 4","60","120","2","4","7","7"
"20","Transformers: Fall of Cybertron","45","225","5","6","3","4"
"21","Apex Legends","45","390","8","11","7","9.333333"
"22","Games + Demos","15","105","7","7","6","24"
"23","Just Chatting","15","180","12","12","0","0"
"24","Ryse: Son of Rome","15","90","6","6","3","12"
