"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Fortnite","1590","39270","23","55","5300","200"
"2","Just Chatting","540","13950","24","46","788","87.555555"
"3","Minecraft","360","9330","30","49","459","76.5"
"4","Retro","225","10935","48","108","2160","576"
"5","Overwatch","195","4545","22","49","565","173.846153"
"6","Magic: The Gathering","135","4320","27","55","1424","632.888888"
"7","League of Legends","105","3735","35","47","1142","652.571428"
"8","Hades","105","1260","12","14","97","55.428571"
"9","Super Mario World","90","2595","28","38","115","76.666666"
"10","Garena Speed Drifters","45","750","16","18","58","77.333333"
