"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","VRChat","2610","15765","5","20","1877","43.149425"
"2","Auto Chess","480","1230","2","6","200","25"
"3","Minecraft","450","4035","8","24","326","43.466666"
"4","Garena Free Fire","300","675","2","5","132","26.4"
"5","Just Chatting","240","3405","14","17","162","40.5"
"6","Let It Die","165","3180","19","28","107","38.90909"
"7","PUBG Mobile","120","435","4","8","34","17"
"8","PUBG: BATTLEGROUNDS","120","1875","15","20","65","32.5"
"9","Grand Theft Auto V","90","1050","11","13","60","40"
"10","Pavlov VR","75","120","1","2","27","21.6"
"11","Icarus Online","60","480","8","12","17","17"
"12","UNDERTALE","15","120","8","8","12","48"
"13","Resident Evil 4","15","195","13","13","0","0"
