"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Tom Clancy's Rainbow Six Siege","45","45","1","1","3","4"
"2","PUBG: BATTLEGROUNDS","45","90","2","3","10","13.333333"
"3","Counter-Strike","30","45","1","2","8","16"
