"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Vampire: The Masquerade - Bloodlines","675","20805","30","85","3120","277.333333"
"2","Dead by Daylight","450","18960","36","93","3140","418.666666"
"3","Penumbra: Overture","420","12960","27","62","873","124.714285"
"4","Minecraft","375","13710","43","85","821","131.36"
"5","Resident Evil 0","345","5745","16","22","552","96"
"6","Art","240","6360","26","41","370","92.5"
"7","Cry of Fear","150","5205","34","72","366","146.4"
"8","Music","150","6915","46","60","1525","610"
"9","Just Dance 2019","120","4560","38","46","298","149"
"10","Twitch Sings","105","2265","21","31","143","81.714285"
"11","Penumbra: Black Plague","30","990","33","33","130","260"
"12","Just Chatting","15","600","40","40","130","520"
