"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","1770","109035","61","120","3487","118.203389"
"2","Tom Clancy's Rainbow Six Siege","975","38355","45","97","1220","75.076923"
"3","Bloodstained: Ritual of the Night","960","35610","36","60","964","60.25"
"4","Overwatch","855","35070","42","98","903","63.368421"
"5","Kingdom Come: Deliverance","765","28050","35","66","798","62.588235"
"6","The Messenger","600","20280","34","44","541","54.1"
"7","Wolfenstein: Youngblood","510","30825","57","87","667","78.470588"
"8","Talk Shows & Podcasts","390","22935","58","83","599","92.153846"
"9","Harry Potter and the Deathly Hallows: Part 1","330","17985","54","63","372","67.636363"
"10","Danganronpa: Trigger Happy Havoc","330","21105","63","76","346","62.90909"
"11","Q.U.B.E: Director's Cut","195","10095","51","62","216","66.461538"
"12","Thronebreaker: The Witcher Tales","165","9540","57","90","477","173.454545"
"13","My Friend Pedro","165","8400","50","68","301","109.454545"
"14","Marc Ecko's Getting Up: Contents Under Pressure","165","8340","50","71","259","94.181818"
"15","Counter-Strike","135","9570","70","90","129","57.333333"
"16","Far Cry 3: Blood Dragon","120","11445","95","106","229","114.5"
"17","Borderlands 2","105","10185","97","101","200","114.285714"
"18","Onechanbara Z2: Chaos","90","8250","91","101","247","164.666666"
"19","Batman: Vengeance","90","8265","91","98","170","113.333333"
"20","Audiosurf","75","3930","52","57","88","70.4"
"21","OVERKILL's The Walking Dead","75","3975","53","67","47","37.6"
"22","Killing Floor 2","30","2445","81","85","42","84"
