"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Teamfight Tactics","1275","8175","5","14","421","19.811764"
"2","League of Legends","1260","7320","4","12","399","19"
"3","Just Chatting","750","5100","6","12","242","19.36"
"4","Twitch Sings","240","2070","8","35","58","14.5"
"5","Fortnite","135","945","7","9","50","22.222222"
"6","Rocket League","105","675","6","7","34","19.428571"
"7","Pacify","75","465","6","7","21","16.8"
"8","Words On Stream","60","570","9","11","26","26"
"9","Dead by Daylight","60","270","4","5","8","8"
"10","Friday the 13th: The Game","30","240","8","9","21","42"
