"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Dead by Daylight","3630","22515","5","12","709","11.719008"
"2","Friday the 13th: The Game","1725","18450","9","19","565","19.652173"
"3","Minecraft","1005","6270","5","10","193","11.522388"
"4","Just Chatting","975","4860","3","13","339","20.861538"
"5","The Forest","705","4500","5","13","96","8.170212"
"6","PUBG: BATTLEGROUNDS","300","1350","3","9","37","7.4"
"7","Tom Clancy's Rainbow Six Siege","180","1080","6","13","24","8"
"8","Detention","180","915","5","7","23","7.666666"
"9","Puyo Puyo Tetris","120","690","5","8","27","13.5"
"10","Art","75","315","3","6","40","32"
"11","Five Nights at Freddy's","60","345","5","7","3","3"
"12","Overcooked!","60","675","11","13","17","17"
"13","Rust","45","120","2","3","5","6.666666"
"14","Passpartout: The Starving Artist","45","240","5","6","3","4"
"15","Crazy Arcade","30","120","4","5","0","0"
