"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Apex Legends","1185","12780","10","20","140","7.088607"
"2","Fortnite","615","5880","10","41","85","8.292682"
"3","WWE 2K19","405","3060","7","14","32","4.74074"
"4","Splatoon 2","375","3675","10","19","63","10.08"
"5","Mario Kart 8","330","3975","11","22","91","16.545454"
"6","Overwatch","300","2430","7","13","40","8"
"7","Call of Duty: Black Ops III","255","3135","13","17","38","8.941176"
"8","Layers of Fear","225","2070","9","18","28","7.466666"
"9","Goat of Duty","210","2160","10","13","49","14"
"10","Super Smash Bros. Ultimate","180","1395","7","11","22","7.333333"
"11","Just Chatting","165","2055","13","19","28","10.181818"
"12","Gears of War 4","165","1860","11","22","26","9.454545"
"13","Outlast","135","1410","10","19","45","20"
