"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Teamfight Tactics","1125","9885","8","14","109","5.813333"
"2","Just Chatting","1080","7005","5","14","267","14.833333"
"3","Judgment","825","4035","4","10","91","6.618181"
"4","Wolfenstein: Youngblood","180","1350","7","10","12","4"
"5","Minecraft","180","1710","9","12","35","11.666666"
"6","Jet Set Radio Future","105","750","7","9","13","7.428571"
"7","Marvel: Ultimate Alliance 2","90","270","3","4","7","4.666666"
"8","Minion Masters","90","705","7","10","12","8"
"9","Blade & Sorcery","75","450","6","7","10","8"
"10","Spider-Man: Far From Home Virtual Reality","45","195","4","6","7","9.333333"
"11","Bloons TD 6","30","180","6","7","9","18"
"12","QWOP","15","60","4","4","3","12"
