"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Danganronpa 2: Goodbye Despair","3225","23489985","7273","9826","291763","5428.148837"
"2","Fire Emblem: Three Houses","2880","32005290","11016","14656","418350","8715.625"
"3","Borderlands 2","2550","23380980","8995","15735","322507","7588.4"
"4","Judgment","1320","10142235","7685","10914","129181","5871.863636"
"5","Borderlands","885","8700075","9565","13693","128192","8690.98305"
"6","Borderlands: The Pre-Sequel","660","5638590","8518","12806","75742","6885.636363"
"7","The Surge 2","450","5275515","11550","14771","68576","9143.466666"
"8","Wolfenstein: Youngblood","240","2529345","10538","12869","42312","10578"
"9","Warframe","165","1132290","6862","8923","17698","6435.636363"
"10","Apex Legends","75","314640","4195","4503","9159","7327.2"
"11","Just Chatting","45","252825","5618","6373","15633","20844"
"12","Borderlands 3","15","148155","9877","9877","5394","21576"
