"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Kingdom Hearts III","3270","52005","15","34","968","17.761467"
"2","Red Dead Redemption 2","3060","39465","12","22","799","15.666666"
"3","Resident Evil 2","1215","15465","12","20","428","21.135802"
"4","BioShock","615","7770","11","24","190","18.536585"
"5","Outlast II","555","9120","16","25","150","16.216216"
"6","Just Chatting","240","2265","9","18","107","26.75"
"7","Metal Gear Solid V: The Phantom Pain","240","2580","10","15","38","9.5"
"8","Black & White 2","165","1380","8","11","33","12"
"9","The Legend of Zelda: Breath of the Wild","135","1740","12","17","49","21.777777"
"10","Marbles on Stream","45","570","12","13","7","9.333333"
"11","Teamfight Tactics","45","495","11","13","7","9.333333"
