"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Fallout 4","1740","2445","1","6","362","12.482758"
"2","Just Chatting","1140","3075","1","30","333","17.526315"
"3","Minecraft","615","1815","2","13","168","16.390243"
"4","Sid Meier's Civilization IV: Beyond the Sword","390","330","0","4","76","11.692307"
"5","Heroes of the Storm","390","450","1","5","84","12.923076"
"6","FIFA 19","375","945","2","10","108","17.28"
"7","Counter-Strike: Global Offensive","270","705","2","6","53","11.777777"
"8","Borderlands 2","240","225","0","2","31","7.75"
"9","Lineage II: The Chaotic Throne - The 1st Throne: The Kamael","240","465","1","6","65","16.25"
"10","Dead or School","180","75","0","2","64","21.333333"
"11","Overwatch","150","270","1","4","13","5.2"
"12","PAYDAY 2","75","120","1","3","26","20.8"
"13","Dota 2","75","15","0","1","8","6.4"
"14","World of Tanks","60","0","0","0","10","10"
"15","World of Warcraft","30","15","0","1","0","0"
"16","Clicker Heroes 2","30","0","0","0","4","8"
