"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Minecraft","2535","66825","25","43","2914","68.970414"
"2","Just Chatting","2265","56325","23","52","5709","151.231788"
"3","7'scarlet","1320","29685","23","40","1331","60.5"
"4","MapleStory","1005","30990","27","52","1665","99.402985"
"5","Dead by Daylight","510","13590","26","42","847","99.647058"
"6","Black Desert","405","23370","60","172","1567","232.148148"
"7","Monster Hunter: World","390","14340","33","54","621","95.538461"
"8","Muse Dash","210","4875","22","29","639","182.571428"
"9","Just Dance 2019","165","9090","49","103","447","162.545454"
"10","A Dance of Fire and Ice","90","2445","27","34","106","70.666666"
"11","Teamfight Tactics","90","1785","19","21","71","47.333333"
"12","Games + Demos","45","855","19","21","88","117.333333"
"13","60 Seconds!","45","1230","27","28","28","37.333333"
