"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Teamfight Tactics","1290","17912220","13165","20996","335045","15583.488372"
"2","Monster Hunter: World","1155","14324790","12236","15915","355232","18453.610389"
"3","Just Chatting","885","8236815","7597","19865","474120","32143.728813"
"4","Apex Legends","765","9378435","12846","17287","194805","15278.823529"
"5","Rocket League","720","10970055","15180","18485","237233","19769.416666"
"6","PUBG: BATTLEGROUNDS","585","7848090","13018","19279","186833","19162.358974"
"7","Grand Theft Auto V","450","8861115","17873","23155","137521","18336.133333"
"8","Founders' Fortune","300","4491105","15562","19166","71787","14357.4"
"9","Overwatch","255","3101895","11207","16629","92696","21810.823529"
"10","Visage","240","5172105","21550","23135","86738","21684.5"
"11","60 Seconds!","210","4809885","21140","28342","81432","23266.285714"
"12","DayZ","210","2969130","14862","16995","62725","17921.428571"
"13","Golf It!","195","2729910","11871","16398","52837","16257.538461"
"14","Warframe","180","2187270","12151","15513","46470","15490"
"15","Hades","180","2010360","11830","14730","60235","20078.333333"
"16","Battlefield: Bad Company 2","150","2637045","18305","22621","56400","22560"
"17","Barbie and the Magic of Pegasus","135","2337510","16372","20359","84764","37672.888888"
"18","Super Mario Maker 2","120","1608630","13405","15266","51624","25812"
"19","Love, Sam","105","2249760","21426","22246","36146","20654.857142"
"20","Earth Defense Force 5","105","1664880","15856","19990","28817","16466.857142"
"21","Hell Let Loose","105","1376160","13106","15337","41975","23985.714285"
"22","Swords & Souls: Neverseen","105","2211285","21059","24419","36429","20816.571428"
"23","ShellShock Live","90","1303185","14479","16202","31921","21280.666666"
"24","Wreckfest","90","1602540","17806","19107","40197","26798"
"25","Killsquad","75","1199370","15991","17465","16892","13513.6"
"26","Thief Simulator","75","1538805","20517","20919","28275","22620"
"27","Iratus: Lord of the Dead","60","928365","15472","17203","26191","26191"
"28","Griftlands","60","1045740","17429","17647","9631","9631"
"29","Forts","45","753765","16750","17003","17158","22877.333333"
"30","The Cycle","45","636690","14148","14602","14062","18749.333333"
"31","Crash Team Racing Nitro-Fueled","45","684945","15221","18848","12790","17053.333333"
"32","Goat of Duty","30","615765","20525","20660","37251","74502"
"33","Night Call","15","258810","17254","17254","19785","79140"
