"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","5235","139545","24","53","6735","77.191977"
"2","Hollow Knight","1365","25905","20","51","692","30.417582"
"3","Teamfight Tactics","855","21045","23","44","703","49.333333"
"4","Monster Hunter: World","765","20415","26","45","545","42.745098"
"5","League of Legends","720","19080","26","37","675","56.25"
"6","Cyphers","555","12945","23","33","425","45.945945"
"7","Minecraft","495","11850","23","42","277","33.575757"
"8","Apex Legends","270","4230","14","24","172","38.222222"
"9","MapleStory","225","5460","25","30","312","83.2"
"10","Overwatch","150","2205","15","20","75","30"
"11","Games + Demos","120","3480","29","35","83","41.5"
"12","Tales Runner","75","1845","24","28","104","83.2"
"13","Cuphead","45","1200","26","29","120","160"
"14","PUBG: BATTLEGROUNDS","45","930","20","24","75","100"
"15","Princess Connect! Re:Dive","30","1215","40","42","162","324"
"16","Death Trips","15","510","34","34","13","52"
