"","Stream start time","Stream URL","Stream length (mins)","Watch time (mins)","Avg viewers","Peak viewers","Followers gained","Followers per hour","Views","Views per hour","Games"
"1","Saturday 27th July 2019 12:37","https://sullygnome.com/channel/torona1/stream/35061377376","113","58534","518","630","23","13","863","493","Talk Shows &amp; Podcasts"
"2","Wednesday 24th July 2019 12:17","https://sullygnome.com/channel/torona1/stream/35025029072","133","52801","397","552","25","10","927","370","Talk Shows &amp; Podcasts"
"3","Saturday 20th July 2019 12:18","https://sullygnome.com/channel/torona1/stream/34975095344","117","55575","475","635","40","20","930","465","Talk Shows &amp; Podcasts"
"4","Tuesday 16th July 2019 12:22","https://sullygnome.com/channel/torona1/stream/34924730096","113","54353","481","610","28","14","1016","508","Talk Shows &amp; Podcasts"
"5","Saturday 13th July 2019 12:00","https://sullygnome.com/channel/torona1/stream/34887787984","135","51975","385","632","38","15","1003","401","Talk Shows &amp; Podcasts"
"6","Monday 8th July 2019 12:32","https://sullygnome.com/channel/torona1/stream/34825235104","118","61360","520","592","35","20","569","325","Talk Shows &amp; Podcasts"
"7","Thursday 4th July 2019 12:17","https://sullygnome.com/channel/torona1/stream/34776333392","148","49284","333","433","44","16","1092","397","Talk Shows &amp; Podcasts"
