"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Borderlands 2","765","5865","7","15","112","8.784313"
"2","Dead by Daylight","675","4995","6","16","198","17.6"
"3","Dead Rising 3","405","2160","5","10","49","7.259259"
"4","Factorio","375","2895","8","11","82","13.12"
"5","Rust","315","2265","6","10","60","11.428571"
"6","Grand Theft Auto V","315","1275","4","6","52","9.904761"
"7","Sea of Thieves","270","2640","9","15","44","9.777777"
"8","Satisfactory","165","1440","8","11","47","17.090909"
"9","American Truck Simulator","165","1380","8","10","21","7.636363"
"10","Space Station 13","150","1200","8","10","13","5.2"
"11","Far Cry 4","105","975","9","10","14","8"
"12","Tom Clancy's Ghost Recon: Wildlands","90","735","8","10","21","14"
"13","Art","75","570","7","10","14","11.2"
"14","Cooking Simulator","60","405","6","8","2","2"
"15","Foxhole","45","420","9","10","11","14.666666"
"16","Friday the 13th: The Game","15","120","8","8","0","0"
