"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Fortnite","4020","27195","6","21","585","8.731343"
"2","NBA 2K19","1905","17355","8","21","301","9.480314"
"3","ARK: Survival Evolved","1065","6945","6","13","138","7.774647"
"4","Fitness & Health","720","3060","3","8","100","8.333333"
"5","Detroit: Become Human","645","5085","8","17","61","5.674418"
"6","Unlisted on Twitch","345","2820","8","12","20","3.47826"
"7","Call of Duty: Black Ops 4","330","3240","8","52","74","13.454545"
"8","Tom Clancy's Rainbow Six Siege","315","2790","7","16","23","4.380952"
"9","Brawlhalla","105","615","7","11","3","1.714285"
"10","Just Chatting","90","495","5","9","12","8"
"11","Apex Legends","60","615","10","13","3","3"
