"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Unlisted on Twitch","375","49050","125","352","13868","2218.88"
"2","Satisfactory","240","46785","197","239","2360","590"
"3","Just Chatting","240","47505","202","307","6614","1653.5"
"4","Star Wars Battlefront II","210","49980","241","348","3276","936"
"5","Automachef","195","47250","228","292","4273","1314.76923"
"6","Arma 3","180","64170","356","507","2493","831"
"7","The Surge 2","180","82290","457","526","5045","1681.666666"
"8","Griftlands","180","32190","178","240","4022","1340.666666"
"9","Hearthstone","135","33705","249","276","2225","988.888888"
"10","Talk Shows & Podcasts","75","24165","322","447","1123","898.4"
"11","They Are Billions","75","14115","188","192","700","560"
"12","Counter-Strike: Global Offensive","60","15060","251","264","359","359"
"13","Woodwork Simulator","60","12690","211","253","555","555"
"14","Shortest Trip to Earth","60","12720","212","235","841","841"
"15","Void Bastards","60","12750","212","242","1164","1164"
"16","Outer Wilds","30","5940","198","212","705","1410"
"17","MORDHAU","30","6870","229","232","334","668"
"18","Iratus: Lord of the Dead","30","6840","228","256","300","600"
"19","Dark Future: Blood Red States","30","5715","190","206","627","1254"
"20","Food & Drink","15","4200","280","280","541","2164"
"21","Business Tour","15","3240","216","216","468","1872"
"22","AWAY: The Survival Series","15","2430","162","162","210","840"
"23","Kingdoms and Castles","15","3465","231","231","303","1212"
"24","Quake II","15","3225","215","215","236","944"
"25","Totally Reliable Delivery Service","15","3090","206","206","334","1336"
"26","Terrorarium","15","2925","195","195","695","2780"
