"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Counter-Strike: Global Offensive","3735","51570","13","54","2759","44.321285"
"2","Art","2130","35550","16","37","1593","44.873239"
"3","Mafia III","1095","23730","18","90","981","53.753424"
"4","DOOM","930","16335","14","31","521","33.612903"
"5","Just Chatting","915","20160","21","40","779","51.081967"
"6","Tom Clancy's Rainbow Six Siege","600","6705","9","25","498","49.8"
"7","Hunt: Showdown","585","9585","16","29","369","37.846153"
"8","OVERKILL's The Walking Dead","570","10905","17","28","374","39.368421"
"9","Brütal Legend","435","6945","12","27","298","41.103448"
"10","House Flipper","345","7425","17","31","246","42.782608"
"11","Planet Coaster","300","5340","16","24","234","46.8"
"12","Apex Legends","300","5190","18","33","263","52.6"
"13","Music","255","2355","11","24","154","36.235294"
"14","Travel & Outdoors","135","2280","16","28","135","60"
"15","Dota Underlords","135","2385","15","23","110","48.888888"
"16","Iron Sky: Invasion","90","615","6","9","27","18"
"17","Deadlight","90","855","9","12","58","38.666666"
"18","The Mean Greens: Plastic Warfare","60","1095","18","23","70","70"
"19","Grand Theft Auto V","45","825","18","20","20","26.666666"
"20","eXperience 112","30","645","21","24","77","154"
"21","Slots","15","300","20","20","42","168"
"22","New Frontier","15","255","17","17","29","116"
