"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","League of Legends","1500","3015","1","4","142","5.68"
"2","Teamfight Tactics","945","2145","1","5","61","3.873015"
"3","Wolfenstein: Youngblood","525","1215","2","12","63","7.2"
"4","Divinity: Original Sin II","345","1260","3","6","41","7.130434"
"5","Space Engineers","240","825","3","6","31","7.75"
"6","Darksiders III","210","390","1","5","38","10.857142"
"7","The Surge","195","510","2","4","20","6.153846"
"8","Don't Starve Together","180","375","1","3","12","4"
"9","InSomnia: The Ark","150","480","3","5","12","4.8"
"10","The Sinking City","105","225","2","3","5","2.857142"
"11","Naruto Shippuden: Ultimate Ninja Storm 4","105","240","2","5","16","9.142857"
"12","Impact Winter","75","75","1","1","3","2.4"
"13","Overwatch","75","90","1","2","4","3.2"
"14","Naruto Shippuden: Ultimate Ninja Storm Revolution","45","165","3","4","8","10.666666"
"15","Unlisted on Twitch","30","45","1","2","4","8"
"16","NBA 2K19","15","15","1","1","0","0"
