"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Minecraft","900","2085","1","8","68","4.533333"
"2","Middle-earth: Shadow of War","705","1980","1","7","31","2.638297"
"3","Rising Storm 2: Vietnam","615","2100","2","13","66","6.439024"
"4","Half-Life 2","390","945","2","4","24","3.692307"
"5","Gold Rush: The Game","285","1170","4","8","20","4.210526"
"6","Just Chatting","240","570","2","5","40","10"
"7","Age of Empires II","225","675","2","5","11","2.933333"
"8","Conqueror's Blade","180","570","2","5","9","3"
"9","Surviving Mars","180","375","1","3","15","5"
"10","Monster Hunter: World","165","390","2","4","15","5.454545"
"11","Hell Let Loose","135","210","1","3","13","5.777777"
"12","Overwatch","135","375","2","6","9","4"
"13","No Man's Sky","105","285","2","5","9","5.142857"
"14","Arma 3","75","345","4","6","8","6.4"
"15","Forza Horizon 4","75","300","4","4","1","0.8"
"16","Counter-Strike: Global Offensive","60","60","1","1","3","3"
"17","Wreckfest","60","195","3","5","7","7"
"18","Squad","60","60","1","1","4","4"
"19","Black Squad","45","45","1","2","2","2.666666"
"20","Battlefield 4","45","135","2","5","8","10.666666"
"21","BeamNG.drive","30","135","4","5","3","6"
"22","Battlefield 1","30","135","4","5","3","6"
"23","Rust","30","30","1","1","2","4"
"24","Ironsight","15","30","2","2","2","8"
