"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Fortnite","1245","7635","6","16","201","9.686746"
"2","Apex Legends","1155","7125","5","10","164","8.51948"
"3","League of Legends","735","4785","6","12","97","7.918367"
"4","Teamfight Tactics","405","5820","8","37","335","49.629629"
"5","Overwatch","180","990","4","8","70","23.333333"
"6","Just Chatting","90","555","5","8","7","4.666666"
"7","Tom Clancy's Rainbow Six Siege","90","360","4","6","9","6"
"8","PUBG: BATTLEGROUNDS","60","315","5","6","7","7"
"9","Rust","45","375","8","9","29","38.666666"
"10","KurtzPel","30","195","6","7","7","14"
"11","Counter-Strike: Global Offensive","15","90","6","6","28","112"
