"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Hunt: Showdown","690","1560","1","6","77","6.695652"
"2","VRChat","570","1560","2","6","86","9.052631"
"3","Viscera Cleanup Detail","240","450","1","3","16","4"
"4","Warhammer: Vermintide 2","165","390","1","5","18","6.545454"
"5","Killing Floor","60","135","2","4","8","8"
"6","Apex Legends","15","30","2","2","5","20"
