"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Fortnite","2475","4485","1","8","61","1.478787"
"2","Minecraft","2010","5340","2","7","77","2.298507"
"3","Call of Duty: Black Ops III","135","270","2","3","5","2.222222"
"4","skribbl.io","120","390","3","7","10","5"
"5","Pacify","75","180","2","3","0","0"
"6","Grand Theft Auto V","45","90","2","3","3","4"
"7","SpongeBob SquarePants","30","105","3","4","0","0"
"8","Five Nights at Freddy's 2","30","90","3","3","3","6"
"9","Enter the Gungeon","15","60","4","4","1","4"
"10","Unlisted on Twitch","15","30","2","2","0","0"
