"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Art","3750","37650","9","21","1083","17.328"
"2","Dead by Daylight","1215","11325","8","17","352","17.382716"
"3","Tom Clancy's The Division 2","300","3180","11","16","99","19.8"
"4","Minecraft","195","1635","8","11","21","6.461538"
"5","The Elder Scrolls V: Skyrim","150","1485","9","13","53","21.2"
"6","Makers & Crafting","135","1065","7","14","30","13.333333"
"7","Pummel Party","60","645","10","14","29","29"
"8","20XX","60","660","10","13","13","13"
"9","Tricky Towers","45","555","12","14","21","28"
"10","World of Warcraft","45","480","10","11","24","32"
"11","Just Chatting","15","75","5","5","5","20"
