"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Firewatch","300","6750","22","32","205","41"
"2","The Elder Scrolls V: Skyrim","225","5190","23","37","73","19.466666"
"3","The Elder Scrolls IV: Oblivion","195","4995","25","33","76","23.384615"
"4","Just Chatting","150","2865","17","27","44","17.6"
"5","Besiege","135","2115","15","18","31","13.777777"
"6","Moonlighter","135","2475","18","26","43","19.111111"
"7","NBA 2K19","135","7005","51","86","90","40"
"8","We Were Here Too","120","6225","52","58","82","41"
"9","Sea of Thieves","120","4935","41","71","151","75.5"
"10","Dungeons & Dragons","15","330","22","22","0","0"
