"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Destiny 2","4260","4560","0","4","267","3.760563"
"2","Garry's Mod","2145","4170","1","5","170","4.755244"
"3","Squad","1410","2520","1","5","80","3.404255"
"4","Tabletop Simulator","495","780","1","4","10","1.212121"
"5","Grand Theft Auto V","135","210","1","3","5","2.222222"
"6","Rising Storm 2: Vietnam","105","300","2","6","22","12.571428"
"7","Totally Reliable Delivery Service","90","0","0","0","4","2.666666"
"8","Rocket League","75","180","2","3","2","1.6"
"9","Kingdom: New Lands","60","120","2","3","1","1"
"10","Overcooked!","15","15","1","1","0","0"
"11","Golf It!","15","30","2","2","2","8"
