"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Mutant Year Zero: Road to Eden","810","2760","3","6","57","4.222222"
"2","Battalion 1944","645","2475","3","7","103","9.581395"
"3","Battlefield V","525","2160","3","8","39","4.457142"
"4","Warframe","480","1740","3","7","81","10.125"
"5","World of Warcraft","405","1245","3","7","44","6.518518"
"6","Apex Legends","375","1380","3","7","35","5.6"
"7","Path of Exile","360","1275","3","5","39","6.5"
"8","Escape from Tarkov","345","1560","3","8","52","9.043478"
"9","Just Chatting","225","660","2","5","28","7.466666"
"10","PUBG: BATTLEGROUNDS","120","510","3","6","11","5.5"
"11","Teamfight Tactics","120","765","6","10","23","11.5"
"12","Grand Theft Auto V","45","180","4","5","2","2.666666"
"13","Guild Wars 2","45","210","4","5","12","16"
