"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","FINAL FANTASY XIV ONLINE","1440","18660","12","24","522","21.75"
"2","Graveyard Keeper","1350","13110","8","23","381","16.933333"
"3","Deponia","960","9675","10","17","159","9.9375"
"4","Detroit: Become Human","810","13410","14","40","168","12.444444"
"5","Beyond: Two Souls","750","6090","7","12","181","14.48"
"6","League of Legends","720","6975","9","16","147","12.25"
"7","the whispered WORLD","675","5085","7","13","177","15.733333"
"8","Ori and the Blind Forest","435","2760","5","10","79","10.896551"
"9","Slime Rancher","420","3330","7","12","85","12.142857"
"10","Torchlight","330","2715","8","13","114","20.727272"
"11","Moonlighter","135","1485","11","14","23","10.222222"
"12","My Time at Portia","75","525","7","11","8","6.4"
"13","A Hat in Time","60","540","8","11","29","29"
"14","Stardew Valley","60","540","9","11","17","17"
"15","Just Chatting","45","420","9","10","43","57.333333"
"16","Tales of Berseria","15","75","5","5","23","92"
