"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Grand Theft Auto V","3135","11115","2","8","279","5.339712"
"2","Minecraft","585","1215","1","5","39","4"
"3","Kartrider","60","255","4","6","13","13"
"4","Super Animal Royale","30","30","1","1","10","20"
"5","League of Legends","30","45","1","2","6","12"
"6","Need for Speed: Rivals","30","60","2","2","2","4"
"7","Titanfall 2","15","15","1","1","0","0"
"8","Just Chatting","15","30","2","2","1","4"
