"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Rocket League","720","4560","5","13","166","13.833333"
"2","Overwatch","420","2040","4","10","97","13.857142"
"3","Board Game Online","360","2010","5","10","66","11"
"4","VRChat","270","1560","5","9","65","14.444444"
"5","Beat Saber","240","1830","7","11","61","15.25"
"6","Pavlov VR","150","840","5","10","26","10.4"
"7","Dragon Ball FighterZ","150","1170","6","14","41","16.4"
"8","Dauntless","90","540","6","8","18","12"
"9","Minecraft","75","435","5","11","22","17.6"
"10","Poker","75","180","2","4","14","11.2"
"11","Brawlhalla","60","435","7","8","6","6"
"12","Unlisted on Twitch","45","450","10","12","34","45.333333"
"13","Just Chatting","15","45","3","3","16","64"
"14","The Forest","15","75","5","5","29","116"
