"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","League of Legends","1560","3105","1","6","99","3.807692"
"2","Legacy of Kain: Soul Reaver","600","795","1","2","32","3.2"
"3","Blood Omen: Legacy of Kain","375","435","1","3","17","2.72"
"4","Legacy of Kain: Soul Reaver 2","315","420","1","2","11","2.095238"
"5","Destiny 2","315","210","0","2","36","6.857142"
"6","Warhammer 40,000: Dawn of War - Soulstorm","270","165","0","2","11","2.444444"
"7","Corporation","195","150","0","2","13","4"
"8","Company of Heroes 2","180","330","1","3","16","5.333333"
"9","MudRunner","180","180","1","4","8","2.666666"
"10","Company of Heroes: Tales of Valor","165","60","0","2","11","4"
"11","Star Wars: Battlefront II","135","135","0","2","5","2.222222"
"12","Minecraft","120","135","1","2","11","5.5"
"13","The Red Strings Club","75","60","0","1","5","4"
"14","Tetris Effect","75","60","0","2","2","1.6"
"15","Battlefleet Gothic: Armada 2","75","165","2","3","7","5.6"
"16","Teamfight Tactics","75","150","2","3","2","1.6"
"17","Godhood","45","75","1","2","7","9.333333"
