"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Dragon Ball FighterZ","2805","55890","15","103","1336","28.57754"
"2","Apex Legends","2580","43635","15","117","956","22.232558"
"3","Teamfight Tactics","1830","26580","12","50","727","23.836065"
"4","Tom Clancy's Rainbow Six Siege","1710","10575","5","13","430","15.087719"
"5","BlazBlue: Cross Tag Battle","960","10215","11","20","270","16.875"
"6","Escape from Tarkov","900","10950","13","40","349","23.266666"
"7","Minecraft","165","3525","19","46","107","38.90909"
"8","Call of Duty: Black Ops 4","135","1335","9","11","38","16.888888"
"9","Just Chatting","120","1110","9","14","52","26"
"10","Overwatch","90","720","8","10","9","6"
"11","Ring of Elysium","60","885","14","20","31","31"
