"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Apex Legends","3975","11235","2","8","198","2.988679"
"2","Halo 5: Guardians","2460","16935","5","48","420","10.243902"
"3","Unlisted on Twitch","675","1860","2","9","89","7.911111"
"4","Metro 2033","195","375","1","4","8","2.461538"
"5","Halo: The Master Chief Collection","195","510","2","4","25","7.692307"
"6","Super Street Fighter IV","150","420","2","4","13","5.2"
"7","Call of Duty: Black Ops 4","135","375","2","5","4","1.777777"
"8","Halo: Reach","75","615","7","11","18","14.4"
"9","Dead or Alive 6","45","225","5","7","2","2.666666"
"10","Team Sonic Racing","30","105","3","4","0","0"
"11","Tetris Ultimate","30","75","2","3","1","2"
"12","Killer Instinct","15","30","2","2","1","4"
"13","Rare Replay","15","30","2","2","0","0"
