"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Gothic","1935","70485","35","69","2387","74.015503"
"2","Resident Evil 5","735","14205","19","28","692","56.489795"
"3","DARK SOULS III","630","17925","27","44","858","81.714285"
"4","Battlefield V","585","11730","20","35","597","61.230769"
"5","Star Wars Battlefront II","555","18390","33","51","645","69.729729"
"6","Subnautica: Below Zero","540","16650","31","40","563","62.555555"
"7","Planet Nomads","375","7500","20","27","339","54.24"
"8","Dead by Daylight","240","5820","24","33","250","62.5"
"9","Games + Demos","135","2055","15","19","140","62.222222"
"10","Just Chatting","60","1125","18","25","138","138"
