"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Apex Legends","390","1590","3","6","32","4.923076"
"2","Cities: Skylines","375","1785","3","7","28","4.48"
"3","MLB The Show 19","315","1320","3","9","16","3.047619"
"4","Warframe","225","1080","3","8","18","4.8"
"5","Wolfenstein: Youngblood","210","525","2","4","14","4"
"6","Insurgency: Sandstorm","210","375","1","5","7","2"
"7","The Elder Scrolls Online","135","345","2","4","11","4.888888"
"8","Dauntless","105","540","4","8","7","4"
"9","MORDHAU","105","360","3","6","2","1.142857"
"10","The Sinking City","45","180","4","5","5","6.666666"
"11","A Way Out","45","270","6","8","4","5.333333"
"12","Star Wars Battlefront II","30","60","2","2","2","4"
