"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Teamfight Tactics","2280","13230","5","22","165","4.342105"
"2","Apex Legends","1455","7845","5","15","93","3.835051"
"3","Outward","1365","6240","4","17","130","5.714285"
"4","Escape from Tarkov","1140","7740","5","24","133","7"
"5","Battalion 1944","645","3735","5","11","51","4.744186"
"6","Just Chatting","570","1800","2","6","52","5.473684"
"7","Fortnite","240","1335","5","7","18","4.5"
"8","League of Legends","225","1320","5","9","34","9.066666"
"9","SCUM","225","825","3","6","12","3.2"
"10","The Elder Scrolls Online","195","1215","6","7","3","0.923076"
"11","PUBG: BATTLEGROUNDS","180","1290","7","10","25","8.333333"
"12","Worms W.M.D","105","1410","13","15","12","6.857142"
"13","Squad","60","210","3","4","7","7"
