"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Pokémon Platinum","540","1515","2","5","17","1.888888"
"2","FINAL FANTASY","525","1185","2","7","27","3.085714"
"3","Dead Island Definitive Collection","405","465","1","3","18","2.666666"
"4","Lufia II: Rise of the Sinistrals","375","900","2","5","23","3.68"
"5","Batman: Arkham Asylum","375","900","1","4","22","3.52"
"6","Professor Layton and the Curious Village","285","645","1","4","16","3.368421"
"7","Pokémon HeartGold/SoulSilver","270","795","3","8","18","4"
"8","Super Mario World 2: Yoshi's Island","255","735","2","5","18","4.235294"
"9","Age of Empires II: Definitive Edition","255","675","2","6","22","5.17647"
"10","Day of the Tentacle","195","540","2","4","13","4"
"11","Dragon Ball Z: Budokai Tenkaichi 3","150","630","3","8","7","2.8"
"12","Kirby: Nightmare in Dream Land","105","255","2","3","6","3.428571"
"13","FINAL FANTASY XV","90","195","2","3","9","6"
"14","Twitch Sings","90","465","5","8","24","16"
"15","Dark Souls","60","240","4","5","11","11"
"16","Just Chatting","45","165","3","5","8","10.666666"
"17","Pokémon Snap","45","105","2","3","4","5.333333"
"18","Kirby's Dream Land","45","75","1","2","2","2.666666"
"19","DuckTales","45","45","1","1","5","6.666666"
"20","Pokémon Pinball","15","30","2","2","0","0"
"21","Digimon World","15","105","7","7","4","16"
