"","Stream start time","Stream URL","Stream length (mins)","Watch time (mins)","Avg viewers","Peak viewers","Followers gained","Followers per hour","Views","Views per hour","Games"
"1","Tuesday 30th July 2019 00:31","https://sullygnome.com/channel/miniterraindomain/stream/35092297632","149","1043","7","10","1","0","21","8","Dungeons &amp; Dragons"
"2","Friday 26th July 2019 00:28","https://sullygnome.com/channel/miniterraindomain/stream/35044436576","182","1092","6","8","1","0","26","8","Dungeons &amp; Dragons"
"3","Friday 19th July 2019 00:27","https://sullygnome.com/channel/miniterraindomain/stream/34957374704","168","1848","11","15","1","0","13","5","Dungeons &amp; Dragons"
"4","Tuesday 16th July 2019 00:45","https://sullygnome.com/channel/miniterraindomain/stream/34919774336","135","810","6","10","0","0","21","8","Dungeons &amp; Dragons"
"5","Monday 15th July 2019 00:45","https://sullygnome.com/channel/miniterraindomain/stream/34907723792","135","405","3","4","0","0","13","5","Dungeons &amp; Dragons"
"6","Friday 12th July 2019 00:27","https://sullygnome.com/channel/miniterraindomain/stream/34870115056","183","2196","12","16","0","0","59","18","Dungeons &amp; Dragons"
"7","Tuesday 9th July 2019 00:33","https://sullygnome.com/channel/miniterraindomain/stream/34832713232","147","882","6","8","0","0","12","4","Dungeons &amp; Dragons"
