"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","2250","29775","11","27","926","24.693333"
"2","Shadow Tactics: Blades of the Shogun","1440","15150","9","17","220","9.166666"
"3","Sniper Elite 4","1140","15000","13","19","189","9.947368"
"4","BioShock Infinite","870","10170","11","17","87","6"
"5","Tom Clancy's Rainbow Six Siege","705","9375","12","20","117","9.957446"
"6","Papers, Please","450","6375","14","20","86","11.466666"
"7","Parkitect","330","4080","12","16","51","9.272727"
"8","Travel & Outdoors","255","3360","13","20","113","26.588235"
"9","PUBG: BATTLEGROUNDS","240","3210","12","16","73","18.25"
"10","The Sinking City","210","2310","11","14","46","13.142857"
"11","Food & Drink","210","2280","10","13","73","20.857142"
"12","SOMA","195","2670","13","17","42","12.923076"
"13","AER: Memories of Old","195","2040","10","16","29","8.923076"
"14","Virginia","135","2055","15","18","24","10.666666"
"15","Hook","75","1185","15","17","6","4.8"
