"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Ultimate Chicken Horse","120","5175","42","50","226","113"
"2","Golf It!","120","6165","51","58","811","405.5"
"3","Quiplash","75","2850","38","54","693","554.4"
"4","Streets of Rogue","75","3345","44","50","230","184"
"5","Spelunky","75","2955","39","55","426","340.8"
"6","Rock of Ages 2: Bigger & Boulder","75","3705","49","57","1215","972"
"7","Slap Shot","60","2460","41","53","370","370"
"8","Tower Unite","60","3165","53","55","409","409"
"9","Human: Fall Flat","60","4365","71","76","1046","1046"
"10","Ben and Ed: Blood Party","60","3375","56","59","368","368"
"11","Mysterium","45","2535","56","70","238","317.333333"
"12","MudRunner","45","2835","63","73","1620","2160"
"13","Hand Simulator","45","3810","84","98","791","1054.666666"
