"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Astroneer","705","2355","2","6","27","2.297872"
"2","Path of Exile","675","1800","2","5","20","1.777777"
"3","Fortnite","585","2550","3","7","31","3.179487"
"4","PUBG: BATTLEGROUNDS","405","1290","2","7","30","4.444444"
"5","Risk of Rain 2","360","1170","2","5","9","1.5"
"6","Dota Underlords","210","735","2","5","12","3.428571"
"7","Dead by Daylight","180","570","3","4","2","0.666666"
"8","Apex Legends","105","570","5","7","3","1.714285"
"9","Ironsight","90","300","3","5","9","6"
"10","Wolfenstein: Youngblood","30","30","1","2","2","4"
"11","Just Chatting","30","60","2","2","3","6"
