"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","4410","241455","54","205","8728","118.748299"
"2","Counter-Strike: Global Offensive","2505","106785","39","97","5802","138.970059"
"3","Apex Legends","1440","38205","28","77","2109","87.875"
"4","PUBG: BATTLEGROUNDS","345","8820","28","51","235","40.869565"
"5","Unlisted on Twitch","255","7125","39","63","545","128.235294"
"6","Ring of Elysium","90","4080","45","52","137","91.333333"
"7","Half-Life 2","75","2820","37","48","152","121.6"
"8","Overwatch","75","1740","23","26","64","51.2"
"9","Travel & Outdoors","45","1065","21","37","151","201.333333"
"10","Triviador","15","855","57","57","73","292"
