"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","FINAL FANTASY XIV ONLINE","2070","41535","19","42","572","16.57971"
"2","Retro","1275","29490","22","33","380","17.882352"
"3","Fable","1140","27090","23","39","289","15.210526"
"4","Tom Clancy's Rainbow Six Siege","480","9150","20","27","131","16.375"
"5","Graveyard Keeper","450","14370","28","41","1366","182.133333"
"6","Grand Theft Auto V","435","7785","17","24","65","8.965517"
"7","Heavy Rain","435","9555","21","29","84","11.586206"
"8","Thimbleweed Park","330","10740","32","38","72","13.090909"
"9","Hades","300","4740","15","27","71","14.2"
"10","The Binding of Isaac: Repentance","255","4455","17","23","63","14.823529"
"11","100% Orange Juice","195","3465","18","23","51","15.692307"
"12","GRIS","180","2550","14","19","75","25"
"13","Deceit","165","3030","18","21","65","23.636363"
"14","Rogue Legacy","120","3585","29","35","26","13"
"15","Pacify","105","1500","14","17","36","20.571428"
"16","Slime Rancher","45","1110","24","26","11","14.666666"
"17","League of Legends","15","360","24","24","17","68"
