"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","League of Legends","3990","157875","34","76","4527","68.075187"
"2","Teamfight Tactics","240","10515","33","61","221","55.25"
"3","Twitch Sings","225","8220","37","51","343","91.466666"
"4","Counter-Strike: Global Offensive","225","8310","38","47","259","69.066666"
"5","Just Chatting","210","9465","40","61","452","129.142857"
"6","Music","120","4065","33","37","74","37"
"7","Golf With Your Friends","90","4455","49","56","83","55.333333"
"8","夢三國","45","3330","74","75","100","133.333333"
"9","Unlisted on Twitch","45","2100","44","56","438","584"
"10","Marbles on Stream","30","1320","44","52","74","148"
"11","Art","15","660","44","44","74","296"
"12","Club Penguin","15","780","52","52","20","80"
