"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","SCUM","1890","969555","508","783","44708","1419.301587"
"2","PUBG: BATTLEGROUNDS","1440","920490","639","1379","51459","2144.125"
"3","Tom Clancy's Rainbow Six Siege","900","304260","338","424","24071","1604.733333"
"4","Hell Let Loose","750","278580","364","484","19678","1574.24"
"5","The Cycle","720","374835","490","747","21213","1767.75"
"6","Squad","570","327330","573","765","12359","1300.947368"
"7","Sea of Thieves","210","61995","295","428","11561","3303.142857"
"8","Rust","195","86790","445","538","3439","1058.153846"
"9","Apex Legends","150","41175","259","322","4593","1837.2"
"10","Ring of Elysium","120","52515","437","516","1575","787.5"
"11","Counter-Strike: Global Offensive","105","39525","376","411","2034","1162.285714"
"12","Rising Storm 2: Vietnam","105","24600","234","258","1265","722.857142"
"13","Just Chatting","15","4935","329","329","447","1788"
