"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Dota 2","1800","7050","3","7","82","2.733333"
"2","KurtzPel","1800","7260","3","9","212","7.066666"
"3","Dauntless","1620","5670","3","11","180","6.666666"
"4","Just Chatting","915","3165","3","6","76","4.983606"
"5","Battlefield 4","360","2040","5","9","53","8.833333"
"6","Overwatch","285","1200","3","7","4","0.842105"
"7","Path of Exile","225","510","1","4","23","6.133333"
"8","Warcraft III","150","915","6","7","13","5.2"
"9","War Thunder","75","360","4","6","5","4"
"10","osu!","30","120","4","6","0","0"
"11","Chivalry: Medieval Warfare","30","165","5","6","2","4"
"12","The Witcher 3: Wild Hunt","15","60","4","4","2","8"
