"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Super Mario Maker 2","2175","40650","16","364","1032","28.468965"
"2","The Legend of the Mystical Ninja","180","720","3","7","25","8.333333"
"3","Mega Man 3","135","1470","10","16","53","23.555555"
"4","Tiny Toon Adventures","90","435","4","8","8","5.333333"
"5","Street Fighter 30th Anniversary Collection","60","4845","80","91","23","23"
"6","TETRIS 99","45","360","9","13","20","26.666666"
