"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Sea of Thieves","2805","29985","10","22","636","13.604278"
"2","Beat Saber","1155","16245","13","23","408","21.194805"
"3","VRChat","750","11670","15","22","133","10.64"
"4","Unlisted on Twitch","360","5190","11","27","81","13.5"
"5","Human: Fall Flat","225","1920","7","11","18","4.8"
"6","Monster Prom","225","1785","7","13","33","8.8"
"7","The Forest","225","3225","14","21","61","16.266666"
"8","Art","210","2535","12","14","57","16.285714"
"9","A Hat in Time","195","2070","9","15","52","16"
"10","Banjo-Kazooie","180","2205","12","17","38","12.666666"
"11","Pit People","135","855","6","7","19","8.444444"
"12","Dead by Daylight","135","1020","7","8","48","21.333333"
"13","FIVE NIGHTS AT FREDDY'S: HELP WANTED","105","2160","20","24","30","17.142857"
"14","Terraria","75","735","9","13","23","18.4"
"15","Stick Fight: The Game","30","135","4","5","13","26"
