"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Brawl Stars","1545","21360","13","30","643","24.970873"
"2","Fortnite","165","1650","10","16","48","17.454545"
