"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Dead by Daylight","6780","508545","71","174","13475","119.247787"
"2","Rust","1845","54555","28","77","2537","82.504065"
"3","Friday the 13th: The Game","1560","126210","77","131","3018","116.076923"
"4","Teamfight Tactics","1395","39630","26","64","1096","47.139784"
"5","Minecraft","1350","42840","34","68","1386","61.6"
"6","We Need to Go Deeper","495","18345","37","69","588","71.272727"
"7","Frostpunk","390","15495","39","47","652","100.307692"
"8","MapleStory","150","6135","40","57","165","66"
"9","Spelunky","105","3780","36","45","200","114.285714"
"10","Getting Over It with Bennett Foddy","90","2580","28","31","108","72"
"11","Overcooked! 2","75","2595","34","38","44","35.2"
"12","Just Chatting","75","4290","48","71","143","114.4"
"13","League of Legends","75","1125","15","24","43","34.4"
"14","Overwatch","60","1320","22","23","41","41"
"15","Just Dance 2019","60","2955","49","57","163","163"
"16","Games + Demos","30","750","25","27","44","88"
