"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","War Thunder","1935","8280","3","8","162","5.023255"
"2","World of Warships","495","2070","3","6","30","3.636363"
"3","Monster Hunter: World","360","1650","4","8","25","4.166666"
"4","Tom Clancy's Rainbow Six Siege","195","570","2","5","14","4.307692"
"5","Grand Theft Auto V","120","255","2","4","6","3"
"6","Blade & Soul","90","540","6","7","8","5.333333"
"7","World of Tanks","60","75","1","2","3","3"
"8","Card Games","45","225","5","6","5","6.666666"
"9","Zombie Army Trilogy","30","60","2","2","2","4"
"10","Counter-Strike: Global Offensive","30","45","1","2","5","10"
